Date,Open,High,Low,Close,Adj Close,Volume
1989-02-23,2.203906,2.208847,2.184140,2.194023,0.828210,10943050
1989-02-24,2.194023,2.194023,2.154491,2.154491,0.813287,12056074
1989-02-27,2.159432,2.159432,2.134725,2.139666,0.807691,12420336
1989-02-28,2.149549,2.179198,2.139666,2.179198,0.822613,18182765
1989-03-01,2.194023,2.194023,2.164374,2.169315,0.818883,12696062
1989-03-02,2.159432,2.198964,2.154491,2.198964,0.830074,7204301
1989-03-03,2.198964,2.203906,2.189081,2.189081,0.826344,7644451
1989-03-06,2.194023,2.194023,2.179198,2.179198,0.822613,5337456
1989-03-07,2.179198,2.189081,2.169315,2.179198,0.822613,7042406
1989-03-08,2.174257,2.194023,2.174257,2.189081,0.826344,7856938
1989-03-09,2.184140,2.189081,2.169315,2.184140,0.824479,10014686
1989-03-10,2.174257,2.174257,2.154491,2.164374,0.817018,7057584
1989-03-13,2.159432,2.203906,2.159432,2.189081,0.826344,9501178
1989-03-14,2.189081,2.208847,2.184140,2.194023,0.828210,5132558
1989-03-15,2.208847,2.228613,2.198964,2.228613,0.841267,8107368
1989-03-16,2.243438,2.263204,2.223672,2.233555,0.843132,9862910
1989-03-17,2.174257,2.213789,2.174257,2.208847,0.833805,18670978
1989-03-20,2.203906,2.228613,2.198964,2.228613,0.841267,9351931
1989-03-21,2.238496,2.243438,2.218730,2.223672,0.839402,8623406
1989-03-22,2.218730,2.228613,2.213789,2.218730,0.837536,8206022
1989-03-23,2.218730,2.228613,2.198964,2.208847,0.833805,5481643
1989-03-27,2.194023,2.238496,2.194023,2.228613,0.841267,6647789
1989-03-28,2.233555,2.243438,2.223672,2.233555,0.843132,3839933
1989-03-29,2.243438,2.263204,2.243438,2.258262,0.852458,6865334
1989-03-30,2.248379,2.268145,2.233555,2.248379,0.848728,7786109
1989-03-31,2.243438,2.273087,2.243438,2.273087,0.858055,8238907
1989-04-03,2.278028,2.312619,2.268145,2.292853,0.865516,14363069
1989-04-04,2.292853,2.327443,2.287911,2.322502,0.876707,12023189
1989-04-05,2.322502,2.371917,2.317560,2.366975,0.893496,14750098
1989-04-06,2.352151,2.357092,2.337326,2.342268,0.884170,5868672
1989-04-07,2.327443,2.347209,2.327443,2.332385,0.880439,6331589
1989-04-10,2.342268,2.357092,2.332385,2.332385,0.880439,7467379
1989-04-11,2.337326,2.342268,2.322502,2.327443,0.878574,5509469
1989-04-12,2.322502,2.352151,2.322502,2.352151,0.887900,6356885
1989-04-13,2.347209,2.352151,2.312619,2.317560,0.874843,6020448
1989-04-14,2.337326,2.371917,2.332385,2.362034,0.891631,8937077
1989-04-17,2.362034,2.376858,2.357092,2.362034,0.891631,8408390
1989-04-18,2.376858,2.406507,2.376858,2.396624,0.904688,24820435
1989-04-19,2.401565,2.426273,2.396624,2.421331,0.914015,17244283
1989-04-20,2.421331,2.426273,2.391682,2.396624,0.904688,11411026
1989-04-21,2.406507,2.450980,2.406507,2.441097,0.921476,20874259
1989-04-24,2.421331,2.426273,2.406507,2.411448,0.910284,5957208
1989-04-25,2.421331,2.441097,2.416390,2.421331,0.914015,8074483
1989-04-26,2.426273,2.436156,2.416390,2.421331,0.914015,6695851
1989-04-27,2.421331,2.450980,2.421331,2.436156,0.919611,9754138
1989-04-28,2.441097,2.460863,2.416390,2.446039,0.923341,4912483
1989-05-01,2.431214,2.441097,2.416390,2.431214,0.917746,5001019
1989-05-02,2.436156,2.446039,2.431214,2.431214,0.917746,5883850
1989-05-03,2.421331,2.431214,2.411448,2.421331,0.914015,4773355
1989-05-04,2.421331,2.470746,2.416390,2.470746,0.932668,8972491
1989-05-05,2.465805,2.495454,2.460863,2.475688,0.934533,11767699
1989-05-08,2.470746,2.475688,2.446039,2.450980,0.925206,6187402
1989-05-09,2.455922,2.465805,2.446039,2.455922,0.927072,5901557
1989-05-10,2.450980,2.455922,2.446039,2.446039,0.923341,5544883
1989-05-11,2.446039,2.455922,2.441097,2.446039,0.923341,5754840
1989-05-12,2.470746,2.539927,2.470746,2.539927,0.958783,13305696
1989-05-15,2.520161,2.530044,2.500395,2.510278,0.955773,7955592
1989-05-16,2.510278,2.525103,2.505337,2.520161,0.959536,6134280
1989-05-17,2.515220,2.539927,2.500395,2.510278,0.955773,11302253
1989-05-18,2.495454,2.525103,2.495454,2.515220,0.957653,6544075
1989-05-19,2.525103,2.534986,2.480629,2.480629,0.944484,15377438
1989-05-22,2.480629,2.485571,2.441097,2.450980,0.933196,10194288
1989-05-23,2.441097,2.455922,2.391682,2.391682,0.910618,15116890
1989-05-24,2.391682,2.406507,2.381799,2.396624,0.912500,9235570
1989-05-25,2.401565,2.426273,2.401565,2.411448,0.918144,6809683
1989-05-26,2.411448,2.426273,2.411448,2.421331,0.921907,4077715
1989-05-30,2.431214,2.436156,2.396624,2.411448,0.918144,6162106
1989-05-31,2.411448,2.416390,2.401565,2.411448,0.918144,8714472
1989-06-01,2.411448,2.416390,2.401565,2.411448,0.918144,11246602
1989-06-02,2.421331,2.470746,2.411448,2.465805,0.938840,11327549
1989-06-05,2.455922,2.460863,2.411448,2.411448,0.918144,14256826
1989-06-06,2.426273,2.441097,2.411448,2.431214,0.925670,10937990
1989-06-07,2.431214,2.446039,2.421331,2.421331,0.921907,11104944
1989-06-08,2.421331,2.431214,2.416390,2.416390,0.920025,5828198
1989-06-09,2.411448,2.431214,2.411448,2.426273,0.923789,8264203
1989-06-12,2.411448,2.426273,2.406507,2.416390,0.920025,4065067
1989-06-13,2.282970,2.302736,2.253321,2.292853,0.872989,44746094
1989-06-14,2.297794,2.297794,2.273087,2.287911,0.871107,22225066
1989-06-15,2.282970,2.287911,2.273087,2.282970,0.869226,15572218
1989-06-16,2.263204,2.278028,2.253321,2.268145,0.863582,21036154
1989-06-19,2.268145,2.278028,2.263204,2.268145,0.863582,11818291
1989-06-20,2.278028,2.317560,2.278028,2.297794,0.874871,15875770
1989-06-21,2.292853,2.292853,2.258262,2.258262,0.859819,7272600
1989-06-22,2.258262,2.278028,2.248379,2.263204,0.861701,10270176
1989-06-23,2.278028,2.332385,2.268145,2.332385,0.888041,11474266
1989-06-26,2.322502,2.322502,2.287911,2.307677,0.878633,7932826
1989-06-27,2.302736,2.312619,2.292853,2.302736,0.876752,5193269
1989-06-28,2.312619,2.322502,2.287911,2.312619,0.880515,12329270
1989-06-29,2.302736,2.302736,2.268145,2.268145,0.863582,8914310
1989-06-30,2.273087,2.278028,2.228613,2.268145,0.863582,11459088
1989-07-03,2.278028,2.282970,2.268145,2.282970,0.869226,2893862
1989-07-05,2.278028,2.307677,2.268145,2.307677,0.878633,6943752
1989-07-06,2.297794,2.307677,2.282970,2.302736,0.876752,7125883
1989-07-07,2.322502,2.347209,2.307677,2.332385,0.888041,9496118
1989-07-10,2.337326,2.347209,2.332385,2.332385,0.888041,5233742
1989-07-11,2.327443,2.352151,2.322502,2.322502,0.884278,7899941
1989-07-12,2.327443,2.327443,2.302736,2.317560,0.882397,7123354
1989-07-13,2.312619,2.322502,2.302736,2.312619,0.880515,6688262
1989-07-14,2.302736,2.342268,2.287911,2.322502,0.884278,9114149
1989-07-17,2.322502,2.342268,2.302736,2.332385,0.888041,3465552
1989-07-18,2.322502,2.327443,2.312619,2.317560,0.882397,5810491
1989-07-19,2.337326,2.376858,2.322502,2.376858,0.904974,13042618
1989-07-20,2.376858,2.381799,2.342268,2.352151,0.895567,10151285
1989-07-21,2.332385,2.357092,2.332385,2.342268,0.891804,9726312
1989-07-24,2.312619,2.342268,2.312619,2.327443,0.894463,8140253
1989-07-25,2.337326,2.366975,2.337326,2.366975,0.909655,7340899
1989-07-26,2.381799,2.421331,2.366975,2.421331,0.930544,7520501
1989-07-27,2.539927,2.549810,2.485571,2.520161,0.968526,42570638
1989-07-28,2.569576,2.574518,2.544869,2.569576,0.987517,21410534
1989-07-31,2.569576,2.584401,2.564635,2.569576,0.987517,11261779
1989-08-01,2.564635,2.569576,2.520161,2.525103,0.970426,15010646
1989-08-02,2.520161,2.539927,2.505337,2.520161,0.968526,9883147
1989-08-03,2.520161,2.530044,2.510278,2.520161,0.968526,7973299
1989-08-04,2.490512,2.530044,2.480629,2.530044,0.972324,11605805
1989-08-07,2.520161,2.564635,2.510278,2.564635,0.985618,14676739
1989-08-08,2.554752,2.564635,2.544869,2.554752,0.981820,8362858
1989-08-09,2.539927,2.554752,2.530044,2.539927,0.976122,4505218
1989-08-10,2.534986,2.554752,2.520161,2.554752,0.981820,6402418
1989-08-11,2.564635,2.579459,2.530044,2.559693,0.983719,9506237
1989-08-14,2.549810,2.579459,2.544869,2.559693,0.983719,8825774
1989-08-15,2.554752,2.584401,2.549810,2.574518,0.989416,7320662
1989-08-16,2.609108,2.673348,2.609108,2.623933,1.008407,19885186
1989-08-17,2.623933,2.628874,2.609108,2.623933,1.008407,10937990
1989-08-18,2.618991,2.668406,2.614050,2.668406,1.025498,12081370
1989-08-21,2.663465,2.693114,2.609108,2.628874,1.010306,11264309
1989-08-22,2.618991,2.623933,2.599225,2.618991,1.006508,9458174
1989-08-23,2.633816,2.633816,2.614050,2.633816,1.012205,8863718
1989-08-24,2.638757,2.757353,2.638757,2.747470,1.055884,19050418
1989-08-25,2.737587,2.747470,2.688172,2.693114,1.034994,9577066
1989-08-28,2.673348,2.698055,2.663465,2.698055,1.036893,7191653
1989-08-29,2.702997,2.702997,2.663465,2.663465,1.023600,8727120
1989-08-30,2.683231,2.732645,2.678289,2.712880,1.042590,12885782
1989-08-31,2.717821,2.737587,2.712880,2.737587,1.052085,9592243
1989-09-01,2.752411,2.796885,2.752411,2.757353,1.059682,13996277
1989-09-05,2.757353,2.762294,2.727704,2.732645,1.050186,7553386
1989-09-06,2.742528,2.742528,2.688172,2.707938,1.040690,10902576
1989-09-07,2.747470,2.777119,2.737587,2.742528,1.053984,27585288
1989-09-08,2.767236,2.777119,2.747470,2.772177,1.065379,19452624
1989-09-11,2.762294,2.762294,2.693114,2.722762,1.046388,7831642
1989-09-12,2.732645,2.752411,2.727704,2.727704,1.048288,8036539
1989-09-13,2.727704,2.762294,2.698055,2.702997,1.038792,10715386
1989-09-14,2.693114,2.698055,2.643699,2.648640,1.017902,9658013
1989-09-15,2.678289,2.678289,2.643699,2.668406,1.025498,14155642
1989-09-18,2.668406,2.688172,2.658523,2.678289,1.029297,6493483
1989-09-19,2.678289,2.717821,2.673348,2.698055,1.036893,12200261
1989-09-20,2.678289,2.688172,2.673348,2.678289,1.029297,9387346
1989-09-21,2.688172,2.702997,2.678289,2.683231,1.031196,8532341
1989-09-22,2.663465,2.683231,2.653582,2.658523,1.021700,6908338
1989-09-25,2.648640,2.668406,2.648640,2.663465,1.023600,9101501
1989-09-26,2.668406,2.702997,2.623933,2.623933,1.008407,11130240
1989-09-27,2.618991,2.668406,2.614050,2.663465,1.023600,9726312
1989-09-28,2.648640,2.702997,2.648640,2.702997,1.038792,9486000
1989-09-29,2.712880,2.742528,2.702997,2.712880,1.042590,12202790
1989-10-02,2.698055,2.702997,2.683231,2.683231,1.031196,5476584
1989-10-03,2.693114,2.732645,2.688172,2.727704,1.048288,10930402
1989-10-04,2.747470,2.747470,2.707938,2.727704,1.048288,12000422
1989-10-05,2.727704,2.737587,2.712880,2.722762,1.046388,11309842
1989-10-06,2.727704,2.732645,2.712880,2.727704,1.048288,8436216
1989-10-09,2.727704,2.737587,2.722762,2.727704,1.048288,10118400
1989-10-10,2.737587,2.737587,2.702997,2.712880,1.042590,9650424
1989-10-11,2.707938,2.752411,2.688172,2.727704,1.048288,9761726
1989-10-12,2.737587,2.737587,2.707938,2.707938,1.040690,10012157
1989-10-13,2.688172,2.712880,2.564635,2.614050,1.004609,16480344
1989-10-16,2.495454,2.633816,2.490512,2.609108,1.002709,19642344
1989-10-17,2.609108,2.658523,2.599225,2.648640,1.017902,7424376
1989-10-18,2.648640,2.707938,2.638757,2.678289,1.029297,11223835
1989-10-19,2.702997,2.712880,2.678289,2.688172,1.033095,11939712
1989-10-20,2.688172,2.693114,2.673348,2.688172,1.033095,6306293
1989-10-23,2.693114,2.702997,2.683231,2.693114,1.034994,7014581
1989-10-24,2.693114,2.693114,2.638757,2.668406,1.025498,7955592
1989-10-25,2.678289,2.698055,2.668406,2.688172,1.033095,6098866
1989-10-26,2.673348,2.678289,2.638757,2.648640,1.017902,3887995
1989-10-27,2.638757,2.643699,2.594284,2.618991,1.006508,6435302
1989-10-30,2.614050,2.623933,2.599225,2.599225,0.998911,5995152
1989-10-31,2.623933,2.683231,2.618991,2.673348,1.027398,6685733
1989-11-01,2.698055,2.712880,2.678289,2.688172,1.033095,19020062
1989-11-02,2.683231,2.693114,2.633816,2.678289,1.029297,14699506
1989-11-03,2.668406,2.693114,2.648640,2.688172,1.033095,11896709
1989-11-06,2.678289,2.693114,2.663465,2.663465,1.023600,11686752
1989-11-07,2.658523,2.693114,2.658523,2.678289,1.029297,8754946
1989-11-08,2.698055,2.772177,2.698055,2.757353,1.059682,15228192
1989-11-09,2.762294,2.806768,2.762294,2.767236,1.063480,16667534
1989-11-10,2.777119,2.826534,2.777119,2.791943,1.072975,23517691
1989-11-13,2.777119,2.826534,2.767236,2.787002,1.079483,24177917
1989-11-14,2.787002,2.787002,2.727704,2.742528,1.062257,11438851
1989-11-15,2.767236,2.777119,2.737587,2.767236,1.071827,8600640
1989-11-16,2.757353,2.777119,2.747470,2.757353,1.067999,9415171
1989-11-17,2.752411,2.787002,2.747470,2.777119,1.075656,12362155
1989-11-20,2.787002,2.787002,2.767236,2.782060,1.077569,5284334
1989-11-21,2.782060,2.816651,2.777119,2.816651,1.090967,11729755
1989-11-22,2.826534,2.910539,2.816651,2.885832,1.117763,16503110
1989-11-24,2.885832,2.905598,2.875949,2.895715,1.121590,8608229
1989-11-27,2.880890,2.969837,2.875949,2.955013,1.144559,29315534
1989-11-28,2.945130,2.955013,2.915481,2.945130,1.140730,19510805
1989-11-29,2.915481,2.925364,2.885832,2.905598,1.125419,8838422
1989-11-30,2.900656,2.945130,2.900656,2.930305,1.134988,12000422
1989-12-01,2.930305,2.964896,2.920422,2.925364,1.133075,17659138
1989-12-04,2.925364,2.940188,2.915481,2.940188,1.138816,6022978
1989-12-05,2.925364,2.940188,2.915481,2.935247,1.136903,5332397
1989-12-06,2.945130,2.994545,2.935247,2.950071,1.142644,14671680
1989-12-07,2.950071,2.969837,2.890773,2.905598,1.125419,7249834
1989-12-08,2.871007,2.875949,2.727704,2.732645,1.058429,58929562
1989-12-11,2.702997,2.702997,2.648640,2.673348,1.035462,33785338
1989-12-12,2.688172,2.722762,2.683231,2.712880,1.050774,19298318
1989-12-13,2.722762,2.732645,2.707938,2.732645,1.058429,13047677
1989-12-14,2.722762,2.722762,2.668406,2.693114,1.043118,18769632
1989-12-15,2.698055,2.698055,2.628874,2.643699,1.023977,18807576
1989-12-18,2.633816,2.638757,2.599225,2.623933,1.016322,12235675
1989-12-19,2.623933,2.623933,2.589342,2.609108,1.010580,15465974
1989-12-20,2.604167,2.614050,2.584401,2.594284,1.004838,8964902
1989-12-21,2.594284,2.648640,2.594284,2.648640,1.025891,9364579
1989-12-22,2.648640,2.683231,2.638757,2.678289,1.037375,5097144
1989-12-26,2.673348,2.678289,2.638757,2.638757,1.022064,2023680
1989-12-27,2.648640,2.717821,2.633816,2.712880,1.050774,6389770
1989-12-28,2.717821,2.767236,2.712880,2.762294,1.069912,9023083
1989-12-29,2.752411,2.787002,2.742528,2.747470,1.064171,5314690
1990-01-02,2.752411,2.806768,2.732645,2.806768,1.087139,9521414
1990-01-03,2.816651,2.821592,2.791943,2.816651,1.090967,10313179
1990-01-04,2.826534,2.866066,2.826534,2.861124,1.108192,18764573
1990-01-05,2.831475,2.861124,2.826534,2.836417,1.098623,12541757
1990-01-08,2.831475,2.841358,2.791943,2.811709,1.089052,7657099
1990-01-09,2.811709,2.816651,2.747470,2.752411,1.066085,10624320
1990-01-10,2.742528,2.806768,2.727704,2.801826,1.085225,11856235
1990-01-11,2.806768,2.821592,2.767236,2.772177,1.073741,7424376
1990-01-12,2.712880,2.762294,2.707938,2.722762,1.054601,10335946
1990-01-15,2.722762,2.737587,2.712880,2.717821,1.052688,11843587
1990-01-16,2.717821,2.762294,2.707938,2.747470,1.064171,7867056
1990-01-17,2.747470,2.767236,2.732645,2.747470,1.064171,7745635
1990-01-18,2.732645,2.796885,2.727704,2.791943,1.081397,13978570
1990-01-19,2.811709,2.821592,2.787002,2.787002,1.079483,10720445
1990-01-22,2.782060,2.791943,2.737587,2.742528,1.062257,7781050
1990-01-23,2.742528,2.747470,2.698055,2.707938,1.048859,11233954
1990-01-24,2.658523,2.742528,2.648640,2.732645,1.058429,10421952
1990-01-25,2.747470,2.752411,2.668406,2.693114,1.043118,9860381
1990-01-26,2.683231,2.693114,2.643699,2.678289,1.037375,6834979
1990-01-29,2.737587,2.742528,2.673348,2.707938,1.048859,10505429
1990-01-30,2.707938,2.717821,2.668406,2.678289,1.037375,7813934
1990-01-31,2.683231,2.727704,2.683231,2.707938,1.048859,10803922
1990-02-01,2.727704,2.747470,2.717821,2.727704,1.056516,8221200
1990-02-02,2.722762,2.767236,2.722762,2.742528,1.062257,14813338
1990-02-05,2.757353,2.762294,2.727704,2.737587,1.069594,10085515
1990-02-06,2.722762,2.732645,2.693114,2.702997,1.056079,13920389
1990-02-07,2.678289,2.712880,2.638757,2.678289,1.046425,21777326
1990-02-08,2.683231,2.712880,2.678289,2.698055,1.054149,14307418
1990-02-09,2.678289,2.678289,2.614050,2.648640,1.034841,37926293
1990-02-12,2.653582,2.673348,2.628874,2.663465,1.040634,17757792
1990-02-13,2.668406,2.678289,2.653582,2.673348,1.044495,15921302
1990-02-14,2.683231,2.698055,2.678289,2.688172,1.050286,8605699
1990-02-15,2.688172,2.702997,2.678289,2.693114,1.052218,10442189
1990-02-16,2.688172,2.693114,2.604167,2.623933,1.025188,24117206
1990-02-20,2.579459,2.589342,2.564635,2.569576,1.003951,29285179
1990-02-21,2.564635,2.584401,2.520161,2.520161,0.984644,27157786
1990-02-22,2.510278,2.510278,2.342268,2.342268,0.915140,88404461
1990-02-23,2.292853,2.297794,2.164374,2.223672,0.868804,99709243
1990-02-26,2.213789,2.287911,2.154491,2.213789,0.864943,98952893
1990-02-27,2.263204,2.352151,2.258262,2.337326,0.913209,51130805
1990-02-28,2.371917,2.376858,2.317560,2.332385,0.911279,48479784
1990-03-01,2.342268,2.386741,2.337326,2.366975,0.924793,28291046
1990-03-02,2.376858,2.446039,2.366975,2.441097,0.953753,25002566
1990-03-05,2.446039,2.446039,2.332385,2.347209,0.917071,33846048
1990-03-06,2.371917,2.411448,2.362034,2.411448,0.942169,23267261
1990-03-07,2.411448,2.426273,2.376858,2.401565,0.938308,17041915
1990-03-08,2.391682,2.436156,2.386741,2.426273,0.947961,13829323
1990-03-09,2.416390,2.441097,2.371917,2.381799,0.930584,10260058
1990-03-12,2.332385,2.406507,2.332385,2.406507,0.940239,11987774
1990-03-13,2.396624,2.396624,2.342268,2.342268,0.915140,8873837
1990-03-14,2.332385,2.337326,2.282970,2.322502,0.907417,15696168
1990-03-15,2.322502,2.376858,2.317560,2.347209,0.917071,13346170
1990-03-16,2.357092,2.362034,2.307677,2.312619,0.903556,23742826
1990-03-19,2.312619,2.381799,2.292853,2.376858,0.928654,16088256
1990-03-20,2.376858,2.396624,2.366975,2.391682,0.934446,13626955
1990-03-21,2.381799,2.406507,2.352151,2.352151,0.919001,11327549
1990-03-22,2.352151,2.371917,2.287911,2.307677,0.901625,14304888
1990-03-23,2.317560,2.342268,2.312619,2.327443,0.909347,12852898
1990-03-26,2.352151,2.357092,2.332385,2.332385,0.911279,12359626
1990-03-27,2.327443,2.381799,2.322502,2.376858,0.928654,11815762
1990-03-28,2.386741,2.441097,2.381799,2.421331,0.946030,15233251
1990-03-29,2.431214,2.446039,2.416390,2.441097,0.953753,12870605
1990-03-30,2.441097,2.441097,2.381799,2.396624,0.936377,10874750
1990-04-02,2.302736,2.347209,2.292853,2.332385,0.911279,27557462
1990-04-03,2.332385,2.342268,2.302736,2.307677,0.901625,23636582
1990-04-04,2.297794,2.317560,2.253321,2.253321,0.880388,34091419
1990-04-05,2.263204,2.273087,2.233555,2.233555,0.872665,22718338
1990-04-06,2.243438,2.282970,2.243438,2.273087,0.888111,18339600
1990-04-09,2.263204,2.302736,2.258262,2.302736,0.899695,18005693
1990-04-10,2.292853,2.302736,2.253321,2.282970,0.891971,16604294
1990-04-11,2.278028,2.317560,2.278028,2.292853,0.895833,16523347
1990-04-12,2.312619,2.332385,2.292853,2.327443,0.909347,9789552
1990-04-16,2.352151,2.366975,2.332385,2.337326,0.913209,10153814
1990-04-17,2.332385,2.332385,2.302736,2.322502,0.907417,9984331
1990-04-18,2.312619,2.366975,2.312619,2.327443,0.909347,18807576
1990-04-19,2.327443,2.352151,2.327443,2.337326,0.913209,11173243
1990-04-20,2.342268,2.347209,2.297794,2.302736,0.899695,10533254
1990-04-23,2.297794,2.297794,2.238496,2.243438,0.876526,12033307
1990-04-24,2.248379,2.273087,2.233555,2.258262,0.882318,11332608
1990-04-25,2.268145,2.273087,2.243438,2.263204,0.884249,5618242
1990-04-26,2.253321,2.312619,2.238496,2.312619,0.903556,14747568
1990-04-27,2.317560,2.322502,2.273087,2.282970,0.891971,9852792
1990-04-30,2.278028,2.278028,2.233555,2.243438,0.876526,15159893
1990-05-01,2.243438,2.263204,2.218730,2.243438,0.876526,12756773
1990-05-02,2.248379,2.273087,2.238496,2.268145,0.886180,9101501
1990-05-03,2.312619,2.312619,2.268145,2.287911,0.893902,9012965
1990-05-04,2.282970,2.287911,2.174257,2.253321,0.880388,58868851
1990-05-07,2.273087,2.278028,2.248379,2.263204,0.884249,20808490
1990-05-08,2.253321,2.263204,2.233555,2.263204,0.884249,10948109
1990-05-09,2.233555,2.258262,2.233555,2.243438,0.876526,10581317
1990-05-10,2.238496,2.273087,2.238496,2.263204,0.884249,17241754
1990-05-11,2.312619,2.396624,2.297794,2.396624,0.936377,28996805
1990-05-14,2.371917,2.411448,2.362034,2.391682,0.943787,17097566
1990-05-15,2.391682,2.391682,2.357092,2.371917,0.935987,9873029
1990-05-16,2.362034,2.391682,2.347209,2.371917,0.935987,7474968
1990-05-17,2.366975,2.386741,2.366975,2.376858,0.937937,9432878
1990-05-18,2.386741,2.386741,2.362034,2.376858,0.937937,6809683
1990-05-21,2.366975,2.446039,2.366975,2.436156,0.961337,15018235
1990-05-22,2.490512,2.490512,2.450980,2.480629,0.978887,17727437
1990-05-23,2.446039,2.510278,2.446039,2.500395,0.986686,18387662
1990-05-24,2.490512,2.500395,2.460863,2.495454,0.984737,7874645
1990-05-25,2.480629,2.490512,2.470746,2.470746,0.974987,6035626
1990-05-29,2.480629,2.500395,2.465805,2.495454,0.984737,5418403
1990-05-30,2.500395,2.520161,2.485571,2.515220,0.992536,11841058
1990-05-31,2.569576,2.618991,2.559693,2.604167,1.027636,38257670
1990-06-01,2.628874,2.633816,2.559693,2.569576,1.013986,24537120
1990-06-04,2.564635,2.569576,2.530044,2.544869,1.004236,13988688
1990-06-05,2.559693,2.574518,2.539927,2.549810,1.006186,13004674
1990-06-06,2.544869,2.584401,2.544869,2.544869,1.004236,9766786
1990-06-07,2.564635,2.569576,2.525103,2.534986,1.000336,10022275
1990-06-08,2.520161,2.559693,2.515220,2.530044,0.998385,18066403
1990-06-11,2.530044,2.554752,2.525103,2.549810,1.006186,8066894
1990-06-12,2.544869,2.594284,2.544869,2.584401,1.019836,13528301
1990-06-13,2.599225,2.609108,2.584401,2.584401,1.019836,13897622
1990-06-14,2.579459,2.614050,2.579459,2.594284,1.023736,6569371
1990-06-15,2.544869,2.599225,2.544869,2.594284,1.023736,14309947
1990-06-18,2.589342,2.604167,2.554752,2.554752,1.008136,11939712
1990-06-19,2.549810,2.579459,2.544869,2.564635,1.012036,7055054
1990-06-20,2.554752,2.569576,2.549810,2.559693,1.010086,6162106
1990-06-21,2.534986,2.554752,2.520161,2.549810,1.006186,13014792
1990-06-22,2.544869,2.589342,2.534986,2.539927,1.002286,12696062
1990-06-25,2.530044,2.544869,2.505337,2.510278,0.990587,5580298
1990-06-26,2.525103,2.525103,2.465805,2.465805,0.973036,9888206
1990-06-27,2.475688,2.515220,2.470746,2.505337,0.988636,16543584
1990-06-28,2.510278,2.539927,2.510278,2.534986,1.000336,8803008
1990-06-29,2.549810,2.559693,2.534986,2.534986,1.000336,9303869
1990-07-02,2.549810,2.554752,2.520161,2.549810,1.006186,10022275
1990-07-03,2.574518,2.579459,2.564635,2.574518,1.015936,6822331
1990-07-05,2.579459,2.579459,2.549810,2.564635,1.012036,5737133
1990-07-06,2.564635,2.614050,2.549810,2.604167,1.027636,10834277
1990-07-09,2.599225,2.673348,2.594284,2.653582,1.047136,19343851
1990-07-10,2.668406,2.702997,2.663465,2.678289,1.056885,18764573
1990-07-11,2.678289,2.742528,2.678289,2.737587,1.080285,14062046
1990-07-12,2.737587,2.787002,2.737587,2.762294,1.090034,22948531
1990-07-13,2.752411,2.767236,2.712880,2.717821,1.072484,15870710
